77,Ilsa,Soloway,Cambridge,2012-08-03,70,3
78,Trever,Duffil,MacGillacolm,2003-11-01,66,4
79,Lin,Sabate,Werrit,2002-11-12,93,3
80,Humberto,Hanning,Riach,1993-07-20,20,3
81,Theodosia,Fradson,Penkethman,1992-05-16,89,3
82,Demetria,Menlow,Cayton,2001-07-17,46,1
83,Woodie,Rubinek,Parrot,2019-05-10,97,4
84,Andy,Portman,Cowans,2011-05-18,86,4
85,Moise,Limeburner,Cossins,2011-05-22,54,2
86,Jonathon,Melato,Coronado,2001-03-21,76,1
87,Rahel,Geraldi,Hussell,1997-01-18,96,1
88,Lucila,Brackley,Winsom,1995-01-03,34,1
89,Granny,Golds,Conring,2002-05-26,24,2
90,Iorgos,Scyner,Sandey,1994-05-24,98,5
91,Jessika,Kilgannon,Weatherell,2023-01-15,66,1
92,Wilek,Davie,Royce,1991-05-15,54,5
93,Lyman,Sarjant,Tyre,2003-01-21,9,1
94,Agna,Hounsom,Gouch,2017-02-05,36,2
95,Humfrid,Oxlade,McGarrell,2007-10-31,20,2
96,Glory,Deniscke,Gwalter,2007-08-10,89,1
97,Aurora,May,Derle,2005-05-11,92,5
98,Viviana,Caltun,Scurry,2002-01-06,23,3
99,Edlin,Soloway,Forsbey,2000-04-14,68,5
100,Mort,Songhurst,Drover,1999-03-19,39,5
101,Osbert,Derrick,Kuhl,2010-02-13,91,3
102,Merlina,Bonehill,Longbothom,2019-02-06,36,2
103,Anya,Hedau,Reveley,1991-02-06,59,5
104,Eldridge,Gavin,Foro,2017-12-14,99,1
105,Cassandra,O'Longain,Cossum,2006-11-19,15,2
106,Wolfy,Codron,Astman,2002-01-11,15,4
107,Clyve,Reoch,Memory,2006-10-18,75,3
108,Romeo,Taggart,Lehrle,2007-09-27,43,1
109,Darlene,Barrack,South,1997-03-13,86,1
110,Lolita,Eggins,Sherrocks,2004-04-23,49,4
111,Kimmie,Pledger,Summerson,1997-11-05,59,2
112,Minda,Pinck,Renfree,2013-09-23,67,2
113,Anabel,Jagson,Porrett,2015-11-22,26,4
114,Loise,Cejka,Clemmow,2016-11-21,24,3
115,Harwilll,Purton,Mennear,2017-12-13,21,2
116,Sybila,Flynn,Bellfield,2015-07-01,22,5
117,Delcine,Wearne,Newdick,2014-07-04,75,3
118,Dar,Sarrell,Rainger,2014-10-06,51,3
119,Feodora,Krzysztofiak,Crunkhorn,2020-09-17,64,3
120,Drake,Feavers,Sloam,2006-07-14,4,2
121,Daniella,Jenking,Batteson,2017-11-25,37,5
122,Patrizius,Sare,Gunby,2023-11-10,58,3
123,Abra,Hamblyn,Kyrkeman,2022-10-01,95,3
124,Levin,Longhorne,Heine,1997-08-24,31,5
125,Kenon,Jammet,Rollitt,1993-03-02,55,4
126,Rafferty,Hartness,Stammers,2013-06-15,69,1
127,Millard,Summerrell,Andrasch,1993-02-12,67,3
128,Sarina,Lantiffe,Power,1999-06-26,13,5
129,Diann,Grishakin,Parmby,2015-09-21,14,5
130,Artemas,Shemmin,D'Alesco,1992-09-25,86,2
131,Cris,Duding,Chasmer,2009-05-18,64,1
132,Willey,Massen,Maccrea,2007-11-07,10,5
133,Gwennie,Mogra,Pahler,2014-11-26,59,3
134,Frannie,Dignam,Phizackerly,2012-03-28,8,1
135,Averil,Paal,Jaggers,2006-11-07,99,1
136,Gino,Cawthron,Hansel,1991-06-13,67,3
137,Tamera,Bienvenu,Feldon,2010-06-10,53,3
138,Janina,Egre,Starking,2019-12-19,7,1
139,Mathew,Petrakov,Varian,1997-12-04,44,1
140,Celia,Shew,Bulfit,1996-01-20,66,2
141,Koenraad,Poulney,Butchard,1999-12-22,31,2
142,Hurlee,Halson,Gasperi,2011-10-29,87,1
143,Xenos,Baskeyfield,Walters,2012-04-19,53,5
144,Phillie,Maystone,Spellicy,2002-10-20,18,4
145,Allianora,Di Filippo,O'Kennedy,2021-07-18,85,4
146,Grove,MacQuarrie,O'Brallaghan,2007-06-19,34,2
147,Auberta,Hanham,Hullins,2010-03-31,24,1
148,Cecily,Swadlen,Treasure,2017-06-15,37,5
149,Cosimo,Wilstead,Wrankmore,2017-05-18,28,5
150,Markos,Brookes,Renny,2016-03-24,48,2
151,Colet,Maypes,Stonnell,2015-10-13,86,3
152,Minnaminnie,Dufaire,Rastall,1997-03-05,62,3
153,Brockie,Ortelt,Chopin,2007-08-09,4,4
154,Nicolea,Mattock,Dance,2014-12-04,98,2
155,Aldric,Eckels,Kenninghan,2003-08-24,21,2
156,Robinet,Blanking,Simants,2019-02-08,91,4
157,Mitchel,Fawlo,Ballinger,2012-10-16,15,4
158,Bellanca,Carnell,McCreedy,2011-01-10,27,1
159,Aubrey,Lashford,Blinde,2008-08-23,33,4
160,Sullivan,Tire,Storror,2006-09-24,42,5
161,Davidde,Maskell,Bortoluzzi,2001-02-01,17,2
162,Melinda,Girling,Calles,2011-04-01,98,1
163,Blondy,Moorfield,Townend,2010-08-17,75,2
164,Teena,Foister,Biaggioli,2018-03-07,69,3
165,Warren,Chettoe,Graves,2006-12-14,64,1
166,Meade,Aronow,Giffen,2009-07-27,61,1
167,Kipp,Zywicki,Newarte,1994-12-15,8,4
168,Gerick,Tidmarsh,Abeau,1998-12-10,32,4
169,Lurlene,Letertre,Eade,1993-09-30,74,5
170,Amelie,Critchard,Rising,2021-08-16,87,5
171,Terza,De Beauchamp,McGeouch,2004-08-09,29,2
172,Annis,Spillman,Massy,2020-02-25,77,1
173,Herby,Killerby,Troy,2016-06-17,87,5
174,Ewart,Michiel,Challoner,2006-07-26,79,3
175,Iris,Ferebee,Synnot,1993-10-20,55,1
176,Kathryn,Furnival,Braithwaite,2014-07-09,13,4
177,Collie,Dioniso,Wermerling,2008-04-29,64,5
178,Archy,Cosley,Snasel,2017-08-20,14,1
179,Nikolas,Charteris,Peet,2005-01-15,28,4
180,Barbara,Skillern,Hannond,2015-07-18,70,1
181,Quintin,Kenwyn,Agett,1991-06-25,52,4
182,Anjela,Yvens,Parlour,2022-09-12,22,1
183,Deane,Kmietsch,Dolbey,2018-08-11,59,4
184,Antony,Grimme,Andresser,2002-10-12,17,3
185,Ross,Tombleson,Tussaine,2009-08-29,53,4
186,Michell,Gouldbourn,Pallant,1991-08-01,10,4
187,Devin,Canepe,Frays,2013-04-14,20,2
188,Margalo,Conyers,Chalfont,2004-07-31,67,3
189,Charlean,Kinze,Denekamp,2022-02-16,91,1
190,Bonnibelle,Airton,Hargroves,2000-03-07,82,4
191,Isaiah,Pepperill,Kornyshev,1995-04-07,87,5
192,Rickard,Calcraft,Cockcroft,2015-12-21,18,2
193,Emera,Stockow,O' Gara,2009-06-29,43,1
194,Keely,Starton,Vuittet,1997-01-31,31,5
195,Beryl,Boken,Arnholz,2005-11-06,34,2
196,Carmina,Stirrup,Gooderham,2003-05-09,10,4
197,Cinderella,Arrington,Betteney,2003-11-03,66,1
198,Alysia,Stillert,Orum,1992-01-27,90,1
199,Patrizia,Liell,Castleman,2004-08-28,70,3
200,Martyn,Crayker,Joly,1995-11-29,46,1
201,Greer,Gerry,Matthai,2007-02-21,38,3
202,Kirsteni,Janz,Headingham,1994-11-27,4,4
203,Raychel,Kitter,Barrack,1998-11-20,77,3
204,Nathanil,Kamiyama,Treasaden,1999-08-13,60,2
205,Dyan,Jacquemy,Grenkov,2023-12-12,94,1
206,Galen,Gerding,Prynne,1992-05-17,77,4
207,Olivette,Poleye,Kenyon,2015-09-09,29,3
208,Elijah,Vynehall,Haggar,2010-02-15,80,1
209,Hilary,Jatczak,De Bruijn,2010-09-28,43,2
210,Von,Shoutt,Lanigan,1996-06-16,16,3
211,Roxie,Volkers,Lambie,1998-09-08,2,1
212,Ardenia,Osborne,Lindblom,2016-02-14,3,5
213,Lorrie,Porcas,Axe,2019-07-12,80,2
214,Cory,Farquhar,Mellsop,2003-02-26,1,4
215,Ola,Sailor,Dacke,1997-12-24,94,4
216,Verena,Behneke,Gianneschi,2003-09-02,50,3
217,Terrence,Sauvan,Splevins,2018-06-15,4,4
218,Christal,Kettlestring,Koeppke,2002-03-25,75,2
219,Micheal,Dubery,Hinchcliffe,2020-02-13,38,1
220,Dex,Bernaert,Molesworth,2019-04-18,11,4
221,Tamera,Grunbaum,Garbutt,1999-09-14,89,1
222,Gal,Asp,Spon,2010-12-10,60,3
223,Orelie,Mirando,Boddis,2006-01-29,77,4
224,Ulrick,Iorizzo,Torrijos,2001-06-13,80,3
225,Jonell,Philippeaux,Bastock,1999-03-06,37,5
226,Tildi,Duff,Tordiffe,1995-09-04,81,4
227,Alyssa,Rignold,Jarvis,2014-03-04,12,2
228,Shaina,Broggelli,Castellani,2007-12-05,89,4
229,Caril,Colvill,Friedenbach,1991-11-26,84,5
230,Alic,Briance,Ends,2004-12-03,66,3
231,Garnette,Chazelas,Blampied,2011-03-12,93,3
232,Roslyn,Grinyer,Ames,2020-02-01,37,3
233,Fernandina,Jikovsky,Attle,2007-08-07,65,5
234,Nonnah,Alexsandrowicz,Cheetham,2017-05-13,62,2
235,Cairistiona,Endecott,Georgeou,2000-04-28,14,2
236,Liane,Maypes,Nayer,2016-01-28,46,1
237,Lotty,Janaszewski,Fouch,2011-08-22,49,5
238,Nealy,Hellmer,Jervois,2022-07-01,85,1
239,Chloe,Basketfield,Lebarree,2022-04-08,71,3
240,Phoebe,Deal,Reolfo,1999-10-03,61,5
241,Torrance,Grellier,Roche,1995-05-18,96,3
242,Kerwinn,Dellatorre,Peiser,2008-10-20,44,5
243,Cece,Segrott,Scalera,2008-11-12,63,4
244,Cleon,Pentycost,Beachamp,1991-06-30,76,2
245,Jere,Flaws,McClymond,2007-12-31,92,2
246,Pepillo,Riba,Pinner,2005-06-16,28,4
247,Katey,Scoble,Beecheno,2023-11-13,77,4
248,Shawna,Castlake,Caherny,2012-11-15,87,1
249,Serena,Eunson,Pethick,2005-08-20,15,4
250,Lia,Lishmund,McIlhatton,1999-03-24,49,2
251,Jean,Fairnie,Sowerby,2012-02-22,38,2
252,Marketa,Chadwyck,Castle,2013-05-27,90,2
253,Andee,Kerbey,Trulocke,1994-05-08,98,5
254,Alika,Raun,Gillan,2023-02-13,92,2
255,Melanie,Perren,Fiddiman,2008-02-02,10,3
256,Lydon,Ginnell,Sollitt,2006-07-25,47,2
257,Gianina,Barkworth,Firle,1993-09-22,49,3
258,Colet,Davage,Raithmill,1992-10-23,71,5
259,Barret,Barnwall,Espadero,2020-04-20,93,3
260,Phillipp,Birt,Pawlowicz,2004-09-04,16,2
261,Zelig,Ozintsev,Attac,1996-02-09,95,4
262,Maryrose,Barson,Ronchka,2010-01-15,34,3
263,Fenelia,Wychard,Hymas,2001-09-20,15,2
264,Aviva,Klimkovich,Vennard,1991-08-19,8,3
265,Marie,Durno,Rohloff,2023-09-05,25,1
266,Kerwin,Colloff,Newbury,2004-05-07,61,5
267,Barbey,Bartoshevich,Seabright,2003-07-18,9,1
268,Bella,Rickaert,Hillhouse,2012-10-18,69,3
269,Rhiamon,Larder,Donisthorpe,2016-02-14,25,5
270,Mendel,Wyborn,Greed,1999-02-28,13,2
271,Viviana,Frake,Sprigg,2008-07-30,64,4
272,Nolie,Correa,Pinks,1993-08-15,29,3
273,Beniamino,Denk,Ledwitch,2004-09-04,77,4
274,Livvy,Stenning,Bestman,2021-02-11,61,1
275,Persis,Weald,McMenamie,1991-08-13,62,2
276,Bendicty,McGeaney,Tenpenny,1995-02-23,21,3
277,Joby,Toop,O'Rudden,2014-08-05,23,2
278,Florrie,Widdowson,Claiton,2010-03-27,14,3
279,Monte,Sutherden,Dadge,2023-02-18,89,4
280,Quentin,Avory,Cod,2004-12-06,99,4
281,Erna,Holbie,Camilio,2012-05-07,96,5
282,Hieronymus,Soames,Laurens,2011-04-13,35,5
283,Son,Gregoratti,Margach,2013-11-20,92,4
284,Bari,Stanhope,Poundford,2003-03-06,36,1
285,Abel,Whimper,Santorini,1991-06-22,45,4
286,Marylou,Chenery,Wilmot,2009-02-13,67,3
287,Karlen,Couttes,Ubach,1993-02-06,8,4
288,Blondie,Ledwidge,Torbard,2017-05-30,38,1
289,Sven,Riep,Sanderson,2011-04-04,64,3
290,Garreth,Deerness,Niessen,2000-06-01,29,2
291,Cristi,Concannon,Scattergood,2019-02-01,49,3
292,Ursulina,Lount,Bickerstaff,1995-11-18,57,4
293,Ermina,Wynter,O'Cannovane,1991-08-04,26,5
294,Saudra,Swindle,Housbey,1993-11-05,5,3
295,Benson,Sueter,Caldaro,2016-10-20,79,5
296,Charmine,Gillio,Sheehy,2004-03-02,37,3
297,Cayla,Crewdson,Peare,1992-07-03,39,1
298,Lexy,Rate,Bolwell,2011-11-04,71,3
299,Nealy,Matthensen,Rosencwaig,1997-07-05,28,1
300,Durant,Dusting,Mote,2016-12-21,97,1
301,Kirby,Molnar,Giamelli,2002-11-11,80,4
302,Saxon,Fills,Kennifick,2012-01-20,42,4
303,Arda,Elder,Sooper,2015-04-05,52,4
304,Aldric,Arnow,Collet,2011-03-10,26,4
305,Rosemary,Keatch,Harteley,1999-12-28,31,3
306,Katlin,Hesbrook,Crossingham,2001-11-24,13,5
307,Ester,MacGillicuddy,Bott,2005-05-23,23,5
308,Sumner,Tamblyn,Gossan,1998-11-30,64,4
309,Merissa,Selcraig,Dulany,2011-09-05,8,1
310,Delores,O'Corrigane,Gingell,2012-04-13,18,5
311,Royall,Christofle,MacMurray,2007-04-17,68,5
312,Myron,Hartropp,Meach,2018-03-29,69,1
313,Skipp,Spikings,Chieco,1995-09-02,47,4
314,Glenn,Creak,Brice,2010-05-07,63,4
315,Vanda,Bennen,Grogona,1993-04-27,10,4
316,Kit,Powe,Castello,1999-02-11,60,1
317,Velvet,Papes,Trulock,1998-12-20,14,2
318,Tobit,Kitto,Georgins,2014-03-06,72,2
319,Bethena,Pauer,Craddock,2022-09-05,62,1
320,Merilee,Gibberd,Pardew,2011-01-01,77,1
321,Phil,Elleton,Leere,1999-11-25,39,1
322,Corabel,Munning,Vesque,2019-04-02,25,4
323,Stephie,Etienne,Jorg,2000-06-18,90,3
324,Christiane,Boom,Summerfield,2022-07-23,74,5
325,Hanna,Sabates,Crabtree,2013-01-10,94,4
326,Cymbre,Trimby,McGavigan,1993-02-12,81,1
327,Ferguson,Late,Schutte,2002-02-14,17,1
328,Marigold,Sher,Aspinal,1991-03-18,82,5
329,Wendall,Laughren,Aggus,2021-06-17,31,2
330,Lucilia,Pardue,Quade,2018-05-01,90,4
331,Perceval,Bonicelli,Lorkings,1991-12-07,53,5
332,Camille,Landall,Blabie,2011-02-08,36,3
333,Manon,Handman,Woolaston,2020-12-27,14,2
334,Ezra,Schruyers,Shambroke,2008-07-21,32,4
335,Kristopher,Spiller,Mixter,2002-07-13,29,1
336,Bessy,Gurry,Veillard,1992-01-12,19,4
337,Shawn,Goullee,Moralas,2003-11-22,71,2
338,Gerrie,Paule,Swinburne,1992-11-05,13,1
339,Catarina,Roseborough,Wethers,2003-03-12,61,5
340,Mari,Jessope,Mussotti,2007-02-28,51,2
341,Cordelia,Farre,Purkess,2007-10-13,21,4
342,Coraline,Shaxby,Emanuelov,1992-08-16,59,2
343,Keriann,Dudill,Saich,1999-05-16,71,5
344,Mahmud,Giacopetti,Gush,1996-06-12,7,5
345,Hephzibah,Vedmore,Batts,2002-07-15,58,4
346,Helyn,Rishworth,Morch,2013-06-24,80,5
347,Kellina,De Haven,Clementel,2016-11-15,39,1
348,Guillema,Dudin,Bawme,2019-08-24,31,2
349,Urson,MacGiffin,Feechan,2015-07-30,50,2
350,Barrett,Badham,Golda,2010-08-20,5,3
351,Vi,Garmon,Rothchild,2010-10-12,4,2
352,Lorin,Sabatini,Weymont,1992-09-01,7,2
353,Johanna,O'Lagene,Coultard,2013-10-05,33,2
354,Blayne,Blinder,Guilliatt,2011-06-03,17,5
355,Nil,Maclean,Piscopiello,1997-06-13,100,4
356,Dalila,Odom,Leftly,2003-03-28,27,5
357,Pearle,Wharrier,Rosle,1991-10-25,6,2
358,Vail,Chessil,Sennett,2015-10-22,65,2
359,Berkeley,Cape,Flea,2015-08-31,93,1
360,Jilly,Surfleet,Gamwell,2022-09-18,7,3
361,Gawen,Medcalfe,Branscomb,2003-02-22,85,2
362,Laurella,Balentyne,Lattin,2007-01-05,89,3
363,Daphna,Pomphrey,Furphy,2015-03-12,14,1
364,Janeta,Goodie,Staker,2022-09-28,74,4
365,Edvard,Hurn,Fulk,2006-07-18,6,2
366,Maximo,Grisbrook,Willcot,2010-04-01,18,4
367,Ellsworth,Hansman,Dooland,2000-01-03,64,4
368,Phylys,Clewlow,Drayton,2016-04-28,47,1
369,Nicolais,Revill,Saura,1996-04-24,62,3
370,Paten,Hassin,McGilvary,1997-05-11,33,4
371,Timotheus,Nevet,Caramuscia,2004-05-30,84,4
372,Daven,McErlaine,Anthoney,1998-01-12,35,1
373,Fiona,Iscowitz,Draco,2013-03-12,59,1
374,Ora,Bowhay,Druce,1991-10-27,10,5
375,Gayel,Gorgen,Giannini,1994-07-13,66,2
376,Debra,Sturdy,Bellenger,2011-04-20,4,5
377,Fey,Degoey,Fann,1993-05-04,83,3
378,Kelcie,Senogles,Skirling,2003-09-28,64,1
379,Bendick,Bakhrushin,Cannon,2001-01-06,39,3
380,Adler,Curtis,Davage,2011-04-08,40,1
381,Galina,Roads,Piggot,2001-01-11,68,3
382,Shirley,McCrachen,McCloud,2010-02-16,88,5
383,Garnet,Found,Maynard,2022-10-18,28,5
384,Noellyn,Strawbridge,Ditch,2003-09-14,39,4
385,Abigael,Chesters,Robarts,2004-11-05,40,3
386,Andree,Richings,Laroux,2005-04-17,33,5
387,Esra,Logesdale,Woller,1996-04-29,90,2
388,Rene,Rickersey,Buske,2018-10-25,81,2
389,Anette,Tryme,Chilley,2023-01-08,90,1
390,Fayette,Orton,Ryall,2010-01-04,45,1
391,Emlynn,Bigglestone,Winckles,2018-12-28,2,4
392,Ernesto,Trulock,Lidden,2002-07-21,87,3
393,Ira,Lindup,Riolfi,1993-04-01,94,4
394,Robby,Swinyard,Torrijos,1997-07-17,93,5
395,Mohammed,Swane,Kohnemann,1997-09-06,21,5
396,Neron,Such,Scherer,2000-01-18,52,3
397,Missy,Cleft,Snoding,2012-11-10,25,3
398,Hugo,Boch,Shearwood,1994-08-11,16,4
399,Marita,Degli Antoni,Kagan,2010-12-24,31,2
400,Pauli,Sobey,Hatfull,2004-10-25,15,5
401,Benoit,Lapwood,Aujean,1995-10-28,70,1
402,Beulah,Gaye,Ortas,1999-09-16,91,1
403,Patrizio,Gonsalvez,Redihough,1999-05-27,99,1
404,Madlen,Conway,Stirzaker,2015-06-30,63,3
405,Ardelle,Belderfield,Jannasch,2003-10-02,7,3
406,Tonye,Vasentsov,Stitch,2017-03-07,96,4
407,Maryellen,Parsand,Siuda,2013-05-05,38,4
408,Erl,Lapwood,Taysbil,2017-05-26,61,3
409,Ephrem,Bendtsen,Renner,2001-12-06,91,2
410,Maryl,Donnison,Greensall,2008-04-18,99,4
411,Biron,Boleyn,Binden,2011-10-24,2,3
412,Catie,Duckers,Worman,2006-02-21,70,5
413,Marti,Smallacombe,Medway,2018-08-26,32,5
414,Nataline,Stockey,Imison,1993-10-07,34,5
415,Nana,Skeemor,Dampier,2013-08-06,21,2
416,Merrel,Thurstan,Philippeaux,1994-02-08,28,3
417,Lenna,Stanley,Suarez,2018-08-02,97,1
418,Tad,Beardshaw,Patria,2020-12-21,43,3
419,Tiffanie,Swatland,Kewish,2013-10-25,1,3
420,Deeyn,Saer,O'Lochan,2006-05-06,87,1
421,Klement,Doll,Jennins,2011-11-08,16,2
422,Hector,Mapes,Iannelli,2018-11-06,39,3
423,Traver,Belin,Anfosso,2003-01-08,49,3
424,Francene,Dietz,Varfalameev,2021-07-28,47,5
425,Bentlee,Yateman,McInnes,2000-08-08,78,5
426,Hadley,Turone,Griswaite,2022-01-14,93,2
427,Annemarie,Dunican,Kivell,2014-06-04,42,5
428,Elliott,Nudde,Force,2010-12-11,26,5
429,Emmanuel,Gwillyam,O' Donohue,2011-09-29,87,2
430,Emmett,Kerner,Duny,2012-12-11,59,4
431,Kincaid,Kauscher,Laraway,1991-09-12,66,5
432,Zoe,Heino,Prosh,2008-07-26,17,1
433,Haroun,McIllroy,Wetherell,2003-12-28,6,2
434,Bill,Goundrill,Shewring,2007-12-21,19,1
435,Rutger,Crocetto,Antonat,2001-03-27,39,4
436,Billye,Matthensen,Sully,1994-04-23,36,1
437,Jeane,Jullian,Hickisson,1998-08-08,22,4
438,Zorine,Allett,Kinnon,2007-10-07,8,1
439,Vivie,Plevin,Ciementini,2020-02-02,1,4
440,Giordano,Sydes,Kirk,2021-04-11,99,4
441,Wilma,Burbridge,Nottram,2018-09-27,53,3
442,Regen,de Courcy,Flieg,1995-01-20,48,4
443,Sapphira,Mullaney,Stainton - Skinn,1998-12-28,6,5
444,Annadiane,Brimmell,Basek,2012-01-19,40,2
445,Gearard,Corkish,Scotford,2002-10-04,23,1
446,Catina,Wreak,Oldershaw,2002-11-24,91,1
447,Piotr,Soreau,Lagneaux,2019-09-19,56,3
448,Angele,Bonnyson,L'Hommeau,2004-01-29,37,2
449,Bink,Redon,Bucktharp,2003-07-01,24,2
450,Barbie,Zold,Oliphant,1994-01-22,47,3
451,Daveen,Petricek,Barby,1999-04-21,78,1
452,Matias,Waldren,Binner,2014-05-22,51,1
453,Berk,Jeaves,Ruprich,2018-05-10,29,5
454,Phyllis,Kleinlerer,Sherrin,2015-06-07,75,4
455,Carlie,Covill,Nemchinov,1995-03-18,67,5
456,Kingsly,Reding,Laidler,2019-09-10,15,4
457,Camille,Milberry,Mellem,1995-02-19,89,3
458,Rouvin,Eales,Greenleaf,2012-01-01,18,3
459,Sylvia,Shord,O'Loughnan,2014-01-07,51,1
460,Saunders,Goward,Owenson,1995-07-27,23,4
461,Lusa,Brimicombe,Simeoli,2017-05-03,67,5
462,Pascal,Toppas,Loynton,2008-02-26,44,2
463,Kathryn,Ryce,Paolini,1991-04-03,95,4
464,Eulalie,Klimkov,Copozio,1994-01-13,11,3
465,Darren,Willock,Pethick,1991-12-05,100,5
466,Nevin,Birtles,Alchin,2018-07-01,67,2
467,Sherwin,Saltman,Lilley,2001-02-20,56,3
468,Norbie,Dami,Crotty,2018-10-06,49,1
469,Clarence,Aldrin,Berrigan,1999-06-15,59,4
470,Federico,Forestall,Mantrup,2008-12-27,74,1
471,Ranice,Keavy,Thain,2006-06-27,94,4
472,Godfree,Giblin,Loughlin,1996-07-11,83,1
473,Barbaraanne,Bumford,Stambridge,2005-02-16,44,1
474,Heda,Drewry,Brahm,1997-01-06,90,5
475,Gavra,Steer,Ashborne,1994-07-18,52,1
476,Danika,Phillippo,Whellans,1992-11-11,76,2
477,Farris,Hicken,Quilliam,1998-12-05,36,4
478,Edwina,Rheaume,Clee,2000-07-10,48,2
479,Inna,Menel,Canero,2014-06-26,32,1
480,Kaile,Jankiewicz,Haslin,1993-12-31,15,1
481,Kerry,Markham,Wayt,2010-01-23,1,5
482,Winfield,Simenot,Giacoppo,2005-07-22,9,2
483,Cordy,Giorgiutti,Swainson,2001-11-17,37,3
484,Gaile,Tolossi,Kent,2020-04-26,31,3
485,Jeddy,Verity,Steward,2010-04-11,5,3
486,Leonhard,McIlreavy,De Robertis,2001-08-05,40,3
487,Dasya,Scrigmour,Jakubowski,2008-01-20,59,1
488,Humphrey,Gudgin,Belle,1997-04-19,3,4
489,Rubia,Halesworth,Belcham,1995-05-20,43,1
